brand_name,model_name,os_name,os_vendor
RIYA,"ORANGE PHONE S1, S3, S5, S7, S9",Proprietary OS,Proprietary OS
WALTON,"PRIMO RM, WALPAD PRO, X4, ZX2, HM2",Android,Google
SAMSUNG,GALAXY S7 LTE-A (SM-G930F),Android,Google
SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
APPLE,IPHONE X (A1901),iOS,Apple
NOKIA,103,Symbian OS,Symbian
HUAWEI,MATE 9 LITE (GR5 2017),Android,Google
KECHAODA,"K76, K13, K15,K16",Proprietary OS,Proprietary OS
XIAOMI,REDMI 4A (2016111),Android,Google
ITEL,IT1409,Android,Google
SAMSUNG,GALAXY GRAND PRIME VE DUOS LTE (SM-G531H DD),Android,Google
SAMSUNG,GALAXY A5 DUOS LTE-A (SM-A510FD),Android,Google
SAMSUNG,GALAXY POCKET PLUS (GT-S5301),Android,Google
NOKIA,"1280, 1282",Symbian OS,Symbian
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G530H DS),Android,Google
OPPO,MIRROR 5 LITE (A33W),Android,Google
SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
SAMSUNG,GALAXY J7 DUOS LTE (SM-J710FN DD),Android,Google
NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
HUAWEI,FRD-AL10,Android,Google
SYMPHONY,"L22, T49, D26, W70Q, V30",Proprietary OS,Proprietary OS
APPLE,IPHONE 7 PLUS (A1784),iOS,Apple
APPLE,IPHONE 6 LTE-A  (A1549),iOS,Apple
SAMSUNG,GALAXY J5 DUOS (SM-J500F DS),Android,Google
